id,code_cs,type,sub_type,water_type,uws,doc_data,bod_in,tn_in,cod_in,no3_in,nh4_in,tp_in,po43_in,bod_out,tn_out,cod_out,no3_out,nh4_out,tp_out,po43_out,water_temp,air_temp,ecoli_in,ecoli_out,heggs_in,heggs_out,surface,hrt,inflow,population,tn_removal,bod_removal,nh4_removal,po4_removal,timestamp,username,email,company,id_sampling,year_operation
301,PL239,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Faleschini, M; Esteves, JL"",""title"":""Full-scale maturation ponds working below a latitude of 43 degrees S in a semiarid area: seasonal performance and removal mechanisms"",""journal"":""WATER AND ENVIRONMENT JOURNAL"",""year"":""2017"",""volume"":""31"",""issue"":""1"",""startpage"":""47"",""endpage"":""56"",""doi"":""10.1111/wej.12219"",""wos"":""WOS:000397339900006""}",115,NA,NA,NA,42.2,NA,NA,9.67,NA,NA,NA,2.6654,NA,NA,18.55,10.75,NA,NA,NA,NA,620000,NA,13000,80000,0,1369290,32461.6,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
302,PL239 (E1),PL,FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Faleschini, M; Esteves, JL"",""title"":""Full-scale maturation ponds working below a latitude of 43 degrees S in a semiarid area: seasonal performance and removal mechanisms"",""journal"":""WATER AND ENVIRONMENT JOURNAL"",""year"":""2017"",""volume"":""31"",""issue"":""1"",""startpage"":""47"",""endpage"":""56"",""doi"":""10.1111/wej.12219"",""wos"":""WOS:000397339900006""}",115,NA,NA,NA,42.2,NA,NA,100,NA,NA,NA,17.2134,NA,NA,NA,13,NA,1000000,NA,NA,250000,NA,13000,NA,0,195000,132497,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
303,PL239 (E3),PL,MP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Faleschini, M; Esteves, JL"",""title"":""Full-scale maturation ponds working below a latitude of 43 degrees S in a semiarid area: seasonal performance and removal mechanisms"",""journal"":""WATER AND ENVIRONMENT JOURNAL"",""year"":""2017"",""volume"":""31"",""issue"":""1"",""startpage"":""47"",""endpage"":""56"",""doi"":""10.1111/wej.12219"",""wos"":""WOS:000397339900006""}",100,NA,NA,NA,17.2134,NA,NA,40,NA,NA,NA,2.6654,NA,NA,NA,13,1000000,32100,NA,NA,370000,684,13000,NA,0,780000,29284.8,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
304,PL2560,PL,IA_PL,Secondary treated wastewater,NA,"{""authors"":""Comeau, Y; Lamarre, D; Roberge, F; Perrier, M; Desjardins, G; Hade, C; Mayer, R"",""title"":""Biological nutrient removal from a phosphorus-rich pre-fermented industrial wastewater"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""1996"",""volume"":""34"",""issue"":""1 -- 2"",""startpage"":""169"",""endpage"":""177"",""doi"":""10.1016/0273-1223(96)00507-0"",""wos"":""WOS:A1996VK96000022""}",304,NA,669,NA,72.2162,75,NA,31,NA,210,NA,39.6024,43,NA,20.55,12.4,NA,NA,NA,NA,15000,NA,679,NA,0,185367,12143.9,21728,2021-03-04 12:09:28,NA,NA,NA,NA,1996
305,PL262 Charopo,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Gratziou, M; Chalatsi, M"",""title"":""NUTRIENT REMOVAL FROM DOMESTIC WASTEWATER BY STABILIZATION PONDS TREATMENT IN NORTHERN GREECE"",""journal"":""FRESENIUS ENVIRONMENTAL BULLETIN"",""year"":""2017"",""volume"":""26"",""issue"":""9"",""startpage"":""5589"",""endpage"":""5598"",""doi"":""undefined"",""wos"":""WOS:000409399700011""}",612.685,23.2,NA,0.42,18.1,NA,NA,308.425,10.3,NA,0.34,8.18,NA,NA,17.5,30.2,NA,NA,NA,NA,7415,1737.6,137,967,1369.57,41683.5,619.389,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
306,PL262 Nskopos,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Gratziou, M; Chalatsi, M"",""title"":""NUTRIENT REMOVAL FROM DOMESTIC WASTEWATER BY STABILIZATION PONDS TREATMENT IN NORTHERN GREECE"",""journal"":""FRESENIUS ENVIRONMENTAL BULLETIN"",""year"":""2017"",""volume"":""26"",""issue"":""9"",""startpage"":""5589"",""endpage"":""5598"",""doi"":""undefined"",""wos"":""WOS:000409399700011""}",105.03,24.47,NA,0.41,19.28,NA,NA,53.15,15.56,NA,0.36,12.23,NA,NA,17.5,30.2,NA,NA,NA,NA,2112,446.4,152,1042,1311.1,6939.79,661.232,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
307,PL262 Vamva,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Gratziou, M; Chalatsi, M"",""title"":""NUTRIENT REMOVAL FROM DOMESTIC WASTEWATER BY STABILIZATION PONDS TREATMENT IN NORTHERN GREECE"",""journal"":""FRESENIUS ENVIRONMENTAL BULLETIN"",""year"":""2017"",""volume"":""26"",""issue"":""9"",""startpage"":""5589"",""endpage"":""5598"",""doi"":""undefined"",""wos"":""WOS:000409399700011""}",212.51,24.7,NA,0.47,19.5,NA,NA,68.08,2.95,NA,0.4,2,NA,NA,17.5,30.2,NA,NA,NA,NA,6016,1648.8,121,1061,2631.85,17475,217.848,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
308,PL2629,PL,AP_PL,Raw domestic wastewater,NA,"{""authors"":""ELHAMOURI, B; JELLAL, J; OUTABIHT, H; NEBRI, B; KHALLAYOUNE, K; BENKERROUM, A; HAJLI, A; FIRADI, R"",""title"":""THE PERFORMANCE OF A HIGH-IRATE ALGAL POND IN THE MOROCCAN CLIMATE"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""1995"",""volume"":""31"",""issue"":""12"",""startpage"":""67"",""endpage"":""74"",""doi"":""10.1016/0273-1223(95)00493-7"",""wos"":""WOS:A1995TG76900008""}",318,NA,514.5,NA,33.2,NA,28.95,106.5,NA,229,NA,33.35,NA,21.15,21.875,25.1,NA,NA,10.1,1.5,456.25,96,432,NA,0,91368,14407.2,3369.6,2021-03-04 12:09:28,NA,NA,NA,NA,1995
309,PL2726,PL,AP_PL,Raw domestic wastewater,NA,"{""authors"":""WHITLEY, G; THIRUMURTHI, D"",""title"":""FIELD MONITORING AND PERFORMANCE EVALUATION OF THE WHITEHORSE SEWAGE LAGOON"",""journal"":""CANADIAN JOURNAL OF CIVIL ENGINEERING"",""year"":""1992"",""volume"":""19"",""issue"":""5"",""startpage"":""751"",""endpage"":""759"",""doi"":""10.1139/l92-086"",""wos"":""WOS:A1992KL00300003""}",98,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,7.2,-1.2,NA,NA,NA,NA,61504,420,12096,10655,0,628992,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,1992
310,PL3042,MS,AP+FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Taherkhani, A; Attar, HM; Mirzaee, SA; Ahmadmoazzam, M; Jaafarzadeh, N; Hashemi, F; Jalali, M"",""title"":""Performance evaluation of waste stabilization ponds on removal of Listeria spp.: a case study of Isfahan, Iran"",""journal"":""JOURNAL OF WATER AND HEALTH"",""year"":""2018"",""volume"":""16"",""issue"":""4"",""startpage"":""614"",""endpage"":""621"",""doi"":""10.2166/wh.2018.031"",""wos"":""WOS:000440471200011""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,NA,NA,NA,NA,37750,352.8,570,72000,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
311,PL3051,PL,FP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Buchanan, N; Young, P; Cromar, NJ; Fallowfield, HJ"",""title"":""Comparison of the treatment performance of a high rate algal pond and a facultative waste stabilisation pond operating in rural South Australia"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2018"",""volume"":""78"",""issue"":""1"",""startpage"":""3"",""endpage"":""11"",""doi"":""10.2166/wst.2018.201"",""wos"":""WOS:000445517100002""}",203.99,NA,NA,0.4,90.06,NA,13.79,28.76,NA,NA,0.17,39.3,NA,9.17,17.6,20,23988300,288403,NA,NA,6300,660,165,NA,0,28912.9,3654.82,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
312,PL3084 MayOct,PL,FP_PL,Raw domestic wastewater,NA,"{""authors"":""Smyth, K; Vendramelli, R; Dankewich, D; Yuan, QY"",""title"":""Seasonal variations in cold climate nutrient removal: A comparison of facultative and aerated lagoons"",""journal"":""JOURNAL OF ENVIRONMENTAL MANAGEMENT"",""year"":""2018"",""volume"":""214"",""issue"":""undefined"",""startpage"":""224"",""endpage"":""231"",""doi"":""10.1016/j.jenvman.2018.02.098"",""wos"":""WOS:000430646600024""}",NA,NA,586.29,NA,33.31,NA,0.900489,NA,NA,NA,NA,5,NA,0.978793,20,15,NA,NA,NA,NA,407752,9840,1400,5000,0,0,5949.26,-109.625,2021-03-04 12:09:28,NA,NA,NA,NA,2018
313,PL3084 NvApr,PL,FP_PL,Raw domestic wastewater,NA,"{""authors"":""Smyth, K; Vendramelli, R; Dankewich, D; Yuan, QY"",""title"":""Seasonal variations in cold climate nutrient removal: A comparison of facultative and aerated lagoons"",""journal"":""JOURNAL OF ENVIRONMENTAL MANAGEMENT"",""year"":""2018"",""volume"":""214"",""issue"":""undefined"",""startpage"":""224"",""endpage"":""231"",""doi"":""10.1016/j.jenvman.2018.02.098"",""wos"":""WOS:000430646600024""}",NA,NA,586.29,NA,33.31,NA,0.900489,NA,NA,NA,NA,50,NA,2.28385,NA,-15,NA,NA,NA,NA,407752,9840,1400,5000,0,0,-35073.6,-1936.7,2021-03-04 12:09:28,NA,NA,NA,NA,2018
314,PL3159,PL,AP_PL,Raw domestic wastewater,NA,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",224,33,375,NA,NA,6.4,NA,123,31,211,NA,NA,5.1,NA,NA,22.5,NA,NA,NA,NA,1760,48.8889,2160,30000,4320,218160,0,2808,2021-03-04 12:09:28,NA,NA,NA,NA,2015
315,PL361 BodFULL,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",76.2854,39.5943,NA,NA,NA,3.05373,NA,20,13,NA,NA,NA,5.9,NA,NA,19.1,NA,31,NA,NA,10216.6,1681.65,184,NA,4893.35,10356.5,0,-523.714,2021-03-04 12:09:28,NA,NA,NA,NA,2016
316,PL361 Brun,MS,FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",300,40,NA,NA,NA,NA,NA,256.5,29.76,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,14043.3,2426.54,189,NA,1935.36,8221.5,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
317,PL361 CranFULL,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",201.465,127.072,NA,NA,NA,15.6815,NA,17.5,18,NA,NA,NA,9.5,NA,NA,19.1,NA,130,NA,NA,2980.29,1021.2,35,NA,3817.51,6438.78,0,216.354,2021-03-04 12:09:28,NA,NA,NA,NA,2016
318,PL361 MouFULL,MS,FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",1546.07,142.551,NA,NA,NA,12.0027,NA,17.5,25,NA,NA,NA,6.5,NA,NA,19.1,NA,895,NA,NA,10434.6,442.316,228,NA,26801.6,348515,0,1254.63,2021-03-04 12:09:28,NA,NA,NA,NA,2016
319,PL361 TamFULL,MS,FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",290.698,68.147,NA,NA,NA,9.3801,NA,17.5,25.5,NA,NA,NA,9.1,NA,NA,19.1,NA,250,NA,NA,2368.63,1287,36,NA,1535.29,9835.12,0,10.0835,2021-03-04 12:09:28,NA,NA,NA,NA,2016
320,PL361 WagFULL,MS,FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",1101.32,132.882,NA,NA,NA,11.1188,NA,45,33,NA,NA,NA,11.5,NA,NA,19.1,NA,2600,NA,NA,13143.1,1041.8,191,NA,19077.5,201757,0,-72.817,2021-03-04 12:09:28,NA,NA,NA,NA,2016
321,PL361 War,MS,FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",300,40,NA,NA,NA,NA,NA,268.2,24.88,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,8828.93,1018.92,266,NA,4021.92,8458.8,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
322,PL380 rains,MS,AP+FP+MP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Kumar, D; Asolekar, SR"",""title"":""Significance of natural treatment systems to enhance reuse of treated effluent: A critical assessment"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""94"",""issue"":""undefined"",""startpage"":""225"",""endpage"":""237"",""doi"":""10.1016/j.ecoleng.2016.05.067"",""wos"":""WOS:000381636400026""}",165,NA,280,NA,9.31822,7.4,NA,26,NA,110,NA,6.98866,6.4,NA,NA,35,NA,NA,NA,NA,15000,336,2600,200000,NA,NA,NA,NA,2021-03-04 12:09:28,NA,NA,NA,NA,2016
323,PL380 summer,MS,AP+FP+MP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Kumar, D; Asolekar, SR"",""title"":""Significance of natural treatment systems to enhance reuse of treated effluent: A critical assessment"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""94"",""issue"":""undefined"",""startpage"":""225"",""endpage"":""237"",""doi"":""10.1016/j.ecoleng.2016.05.067"",""wos"":""WOS:000381636400026""}",230,NA,440,NA,12.4243,11.2,NA,16,NA,98,NA,7.76518,9.2,NA,NA,40,NA,NA,NA,NA,15000,336,2600,200000,NA,NA,NA,NA,2021-03-04 12:09:28,NA,NA,NA,NA,2016
324,PL380 winter,MS,AP+FP+MP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Kumar, D; Asolekar, SR"",""title"":""Significance of natural treatment systems to enhance reuse of treated effluent: A critical assessment"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""94"",""issue"":""undefined"",""startpage"":""225"",""endpage"":""237"",""doi"":""10.1016/j.ecoleng.2016.05.067"",""wos"":""WOS:000381636400026""}",185,NA,372,NA,10.8713,8.9,NA,28,NA,105,NA,7.76518,7.6,NA,NA,9,NA,NA,NA,NA,15000,336,2600,200000,0,408200,5768.42,3380,2021-03-04 12:09:28,NA,NA,NA,NA,2016
325,PL441 Arani,MS,AP+FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Verbyla, ME; Iriarte, MM; Guzman, AM; Coronado, O; Almanza, M; Mihelcic, JR"",""title"":""Pathogens and fecal indicators in waste stabilization pond systems with direct reuse for irrigation: Fate and transport in water, soil and crops"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2016"",""volume"":""551"",""issue"":""undefined"",""startpage"":""429"",""endpage"":""437"",""doi"":""10.1016/j.scitotenv.2016.01.159"",""wos"":""WOS:000372589800045""}",754.813,NA,NA,NA,NA,NA,NA,233.992,NA,NA,NA,NA,NA,NA,NA,19,100000000,8000000,700,100,5212.8,24,750,NA,0,390616,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
326,PL441 Punata,MS,AP+FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Verbyla, ME; Iriarte, MM; Guzman, AM; Coronado, O; Almanza, M; Mihelcic, JR"",""title"":""Pathogens and fecal indicators in waste stabilization pond systems with direct reuse for irrigation: Fate and transport in water, soil and crops"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2016"",""volume"":""551"",""issue"":""undefined"",""startpage"":""429"",""endpage"":""437"",""doi"":""10.1016/j.scitotenv.2016.01.159"",""wos"":""WOS:000372589800045""}",92.2827,NA,NA,NA,NA,NA,NA,42.45,NA,NA,NA,NA,NA,NA,NA,20,80000000,8000000,600,400,17007,60,2370,NA,0,118103,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
327,PL451,MS,AP+FP+MP_PL,NA,WWTP,"{""authors"":""K'oreje, KO; Vergeynst, L; Ombaka, D; De Wispelaere, P; Okoth, M; Van Langenhove, H; Demeestere, K"",""title"":""Occurrence patterns of pharmaceutical residues in wastewater, surface water and groundwater of Nairobi and Kisumu city, Kenya"",""journal"":""CHEMOSPHERE"",""year"":""2016"",""volume"":""149"",""issue"":""undefined"",""startpage"":""238"",""endpage"":""244"",""doi"":""10.1016/j.chemosphere.2016.01.095"",""wos"":""WOS:000372760100029""}",400,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,132000,144,6600,NA,0,1874400,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
328,PL479,MS,AP+FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Ariesyady, HD; Fadilah, R; Kurniasih; Sulaeman, A; Kardena, E"",""title"":""The Distribution of Microalgae in a Stabilization Pond System of a Domestic Wastewater Treatment Plant in a Tropical Environment (Case Study: Bojongsoang Wastewater Treatment Plant)"",""journal"":""JOURNAL OF ENGINEERING AND TECHNOLOGICAL SCIENCES"",""year"":""2016"",""volume"":""48"",""issue"":""1"",""startpage"":""86"",""endpage"":""98"",""doi"":""10.5614/j.eng.technol.sci.2016.48.1.7"",""wos"":""WOS:000389044700007""}",360,NA,NA,0.158128,6.6004,8,NA,30,NA,NA,0.0903587,1.39773,2,NA,29.6033,25,NA,NA,NA,NA,168000,NA,80835,1800000,0,26675600,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
329,PL539 cold,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Matamoros, V; Rodriguez, Y; Albaiges, J"",""title"":""A comparative assessment of intensive and extensive wastewater treatment technologies for removing emerging contaminants in small communities"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""88"",""issue"":""undefined"",""startpage"":""777"",""endpage"":""785"",""doi"":""10.1016/j.watres.2015.10.058"",""wos"":""WOS:000367276500076""}",NA,NA,279,NA,76,NA,NA,NA,NA,63,NA,19,NA,NA,12,7.86,NA,NA,NA,NA,10500,600,840,956,0,58000,11970,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
330,PL539 warm,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Matamoros, V; Rodriguez, Y; Albaiges, J"",""title"":""A comparative assessment of intensive and extensive wastewater treatment technologies for removing emerging contaminants in small communities"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""88"",""issue"":""undefined"",""startpage"":""777"",""endpage"":""785"",""doi"":""10.1016/j.watres.2015.10.058"",""wos"":""WOS:000367276500076""}",NA,NA,513,NA,83,NA,NA,NA,NA,60,NA,14,NA,NA,20,22.825,NA,NA,NA,NA,10500,600,840,956,0,58000,9776.39,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
331,PL544 Coatzacoalcos,MS,AP+FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Paredes, MG; Guereca, LP; Molina, LT; Noyola, A"",""title"":""Methane emissions from stabilization ponds for municipal wastewater treatment in Mexico"",""journal"":""JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES"",""year"":""2015"",""volume"":""12"",""issue"":""undefined"",""startpage"":""139"",""endpage"":""153"",""doi"":""10.1080/1943815X.2015.1110185"",""wos"":""WOS:000371691700001""}",61,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,72800,216,19008,NA,0,380160,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
332,PL544 Comitán,MS,AP+FP_PL,NA,NA,"{""authors"":""Paredes, MG; Guereca, LP; Molina, LT; Noyola, A"",""title"":""Methane emissions from stabilization ponds for municipal wastewater treatment in Mexico"",""journal"":""JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES"",""year"":""2015"",""volume"":""12"",""issue"":""undefined"",""startpage"":""139"",""endpage"":""153"",""doi"":""10.1080/1943815X.2015.1110185"",""wos"":""WOS:000371691700001""}",278,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,184575,264,13824,NA,0,1907710,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
333,PL544 Irapuato,MS,AP+FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Paredes, MG; Guereca, LP; Molina, LT; Noyola, A"",""title"":""Methane emissions from stabilization ponds for municipal wastewater treatment in Mexico"",""journal"":""JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES"",""year"":""2015"",""volume"":""12"",""issue"":""undefined"",""startpage"":""139"",""endpage"":""153"",""doi"":""10.1080/1943815X.2015.1110185"",""wos"":""WOS:000371691700001""}",241,41,686,NA,NA,9,NA,108,31,NA,NA,NA,7.7,NA,NA,30,NA,NA,NA,NA,123930,96,66960,NA,669600,8905680,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
334,PL544 Los Mochis,MS,AP+FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Paredes, MG; Guereca, LP; Molina, LT; Noyola, A"",""title"":""Methane emissions from stabilization ponds for municipal wastewater treatment in Mexico"",""journal"":""JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES"",""year"":""2015"",""volume"":""12"",""issue"":""undefined"",""startpage"":""139"",""endpage"":""153"",""doi"":""10.1080/1943815X.2015.1110185"",""wos"":""WOS:000371691700001""}",61,22,195,NA,NA,4.2,NA,36,17,NA,NA,NA,4.3,NA,NA,27,NA,NA,NA,NA,1278360,408,921211,NA,4606060,23030300,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
335,PL544 Torreon,MS,AP+FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Paredes, MG; Guereca, LP; Molina, LT; Noyola, A"",""title"":""Methane emissions from stabilization ponds for municipal wastewater treatment in Mexico"",""journal"":""JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES"",""year"":""2015"",""volume"":""12"",""issue"":""undefined"",""startpage"":""139"",""endpage"":""153"",""doi"":""10.1080/1943815X.2015.1110185"",""wos"":""WOS:000371691700001""}",344,42,644,NA,NA,10,NA,88,39,NA,NA,NA,8,NA,NA,31,NA,NA,NA,NA,1050720,432,117245,NA,351734,30014700,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
336,PL576 Charopo,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Chalatsi, M; Gratziou, M"",""title"":""Efficiency and design parameters of waste stabilization ponds in north-east Greece"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2015"",""volume"":""56"",""issue"":""5"",""startpage"":""1240"",""endpage"":""1247"",""doi"":""10.1080/19443994.2014.981677"",""wos"":""WOS:000362845800012""}",155.2,NA,NA,0.42,NA,NA,NA,77.6,NA,NA,0.34,NA,NA,NA,10,10,NA,NA,NA,NA,7415,NA,137,1042,0,10631.2,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
337,PL576 Nskopos,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Chalatsi, M; Gratziou, M"",""title"":""Efficiency and design parameters of waste stabilization ponds in north-east Greece"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2015"",""volume"":""56"",""issue"":""5"",""startpage"":""1240"",""endpage"":""1247"",""doi"":""10.1080/19443994.2014.981677"",""wos"":""WOS:000362845800012""}",212.51,NA,NA,0.41,NA,NA,NA,74.3785,NA,NA,0.36,NA,NA,NA,10,10,NA,NA,NA,NA,6016,NA,121,1061,0,16713.9,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
338,PL576 Vamva,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Chalatsi, M; Gratziou, M"",""title"":""Efficiency and design parameters of waste stabilization ponds in north-east Greece"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2015"",""volume"":""56"",""issue"":""5"",""startpage"":""1240"",""endpage"":""1247"",""doi"":""10.1080/19443994.2014.981677"",""wos"":""WOS:000362845800012""}",105.03,NA,NA,0.47,NA,NA,NA,58.8168,NA,NA,0.4,NA,NA,NA,10,10,NA,NA,NA,NA,2112,NA,152,967,0,7024.41,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
