id,code_cs,type,sub_type,water_type,uws,doc_data,bod_in,tn_in,cod_in,no3_in,nh4_in,tp_in,po43_in,bod_out,tn_out,cod_out,no3_out,nh4_out,tp_out,po43_out,water_temp,air_temp,ecoli_in,ecoli_out,heggs_in,heggs_out,surface,hrt,inflow,population,tn_removal,bod_removal,nh4_removal,po4_removal,timestamp,username,email,company,id_sampling,year_operation
555,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",239.5,72,337,NA,NA,26.4,NA,24.65,32.9,52.7,NA,NA,7.1,NA,NA,7.65,NA,NA,NA,NA,186,36,1.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,2019
556,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",NA,117,573,NA,NA,34.2,NA,NA,34.2,77.1,NA,NA,17.4,NA,NA,7.65,NA,NA,NA,NA,80,86,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,2019
557,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",494,193,857,NA,NA,24.4,NA,6.3,11.7,42.9,NA,NA,0.8,NA,NA,7.65,NA,NA,NA,NA,96,29,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,2019
558,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",308,116,619,NA,NA,24.2,NA,23.8,55.7,77.2,NA,NA,9.6,NA,NA,7.73,NA,NA,NA,NA,96,16,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,2019
559,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",445,152,784,NA,NA,30.8,NA,38.4,58.1,99.1,NA,NA,7.6,NA,NA,7.65,NA,NA,NA,NA,160,65,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2019
560,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",167,69.1,323,NA,NA,21.4,NA,27.4,49.5,61.8,NA,NA,9.2,NA,NA,7.78,NA,NA,NA,NA,1287,23,18.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,2019
561,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",525,179,1065,NA,NA,61.3,NA,116,74,300,NA,NA,33.8,NA,NA,7.42,NA,NA,NA,NA,4800,8,148.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,2019
562,NA,NA,HSSF,Greywater,NA,"{""authors"":""Laaffat, J; Aziz, F; Ouazzani, N; Mandi, L"",""title"":""Biotechnological approach of greywater treatment and reuse for landscape irrigation in small"",""journal"":""SAUDI JOURNAL OF BIOLOGICAL SCIENCES"",""year"":""2019"",""volume"":""26"",""issue"":""1"",""startpage"":""83"",""endpage"":""90"",""doi"":""10.1016/j.sjbs.2017.01.006"",""wos"":""WOS:000454639000011""}",44.2,7.1,77.2,NA,NA,0.8,NA,5.74,4.12,8.5,NA,NA,0.4,NA,NA,19.6,NA,NA,NA,NA,12.5,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,2019
563,NA,NA,VSSF,Raw domestic wastewater,NA,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",512,101,1011,NA,76,10.4,NA,19,18,65,NA,9.6,6.3,NA,NA,25.5,NA,NA,NA,NA,720,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,2018
564,NA,NA,VSSF,Raw domestic wastewater,NA,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",512,101,1011,NA,76,10.4,NA,31,30.6,100,NA,25.7,7.3,NA,NA,25.5,NA,NA,NA,NA,720,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,2018
565,NA,NA,VSSF,Raw domestic wastewater,NA,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",368,62,725,NA,44,6.9,NA,26,27.4,92,NA,25.1,7.3,NA,NA,25.5,NA,NA,NA,NA,720,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,2018
566,NA,NA,VSSF,Raw domestic wastewater,NA,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",512,101,1011,NA,76,10.4,NA,38,35.7,111,NA,31.7,8.1,NA,NA,25.5,NA,NA,NA,NA,720,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,2018
567,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Decezaro, ST; Wolff, DB; Araujo, RK; Faccenda, HB; Perondi, T; Sezerino, PH"",""title"":""Vertical flow constructed wetland planted with Heliconia psittacorum used as decentralized post-treatment of anaerobic effluent in Southern Brazil"",""journal"":""JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING"",""year"":""2018"",""volume"":""53"",""issue"":""13"",""startpage"":""1131"",""endpage"":""1138"",""doi"":""10.1080/10934529.2018.1530106"",""wos"":""WOS:000459141600002""}",166,NA,323,2.0805208,75.98374,NA,NA,52,NA,117,115.09264,30.90864,NA,NA,24.5,NA,NA,NA,NA,NA,24.5,0.022291666666667,1.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,2015
568,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",284,84.9,588.4,4.3823736,97.87736,13.6,NA,18.2,52.9,35.5,82.114172,8.306697,5.3,NA,NA,7.25,NA,NA,NA,NA,30,3,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,2018
569,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",14.2,46.4,34.15,67.8161248,8.6351013,4.815,NA,2.9,11.5,11.8,8.145017600000001,3.5931294,0.53,NA,NA,7.25,NA,NA,NA,NA,110,26.4,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,2018
570,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",284,84.9,588.4,4.3823736,97.87736,13.6,NA,10.2,39.9,32.8,53.5180776,8.9635056,4.33,NA,NA,7.25,NA,NA,NA,NA,30,3,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,2018
571,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",14.2,46.4,34.15,67.8161248,8.6351013,4.815,NA,2.9,11.5,11.8,8.145017600000001,3.5931294,0.53,NA,NA,7.25,NA,NA,NA,NA,110,26.4,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,2018
572,NA,NA,HSSF,Secondary treated wastewater,NA,"{""authors"":""Mishra, VK; Otter, P; Shukla, R; Goldmaier, A; Alvarez, JA; Khalil, N; Avila, C; Arias, C; Amersek, I"",""title"":""Application of horizontal flow constructed wetland and solar driven disinfection technologies for wastewater treatment in India"",""journal"":""WATER PRACTICE AND TECHNOLOGY"",""year"":""2018"",""volume"":""13"",""issue"":""3"",""startpage"":""469"",""endpage"":""480"",""doi"":""10.2166/wpt.2018.029"",""wos"":""WOS:000458580200002""}",48,NA,NA,12,NA,NA,6,26,NA,NA,1.92,NA,NA,1.38,21.7,20.8,NA,NA,NA,NA,35,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,2018
573,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",168.7,134.3,408.1,NA,110,NA,NA,64.7,115.3,174.3,NA,98,NA,NA,NA,8,NA,NA,NA,NA,24,16,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,2018
574,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",64.7,115.3,174.3,NA,98,NA,NA,12.2,60,46.4,NA,19,NA,NA,NA,8,NA,NA,NA,NA,24,9.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,2018
575,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",168.7,134.3,408.1,NA,110,NA,NA,18.4,71.7,54.4,NA,5,NA,NA,NA,8,NA,NA,NA,NA,24,9.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,2018
576,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",18.4,71.7,54.4,NA,5,NA,NA,11.7,54.3,40.4,NA,3,NA,NA,NA,8,NA,NA,NA,NA,24,16,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,2018
577,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jozwiakowski, K; Bugajski, P; Kurek, K; de Carvalho, MDN; Almeida, MAA; Siwiec, T; Borowski, G; Czekala, W; Dach, J; Gajewska, M"",""title"":""The efficiency and technological reliability of biogenic compounds removal during long-term operation of a one-stage subsurface horizontal flow constructed wetland"",""journal"":""SEPARATION AND PURIFICATION TECHNOLOGY"",""year"":""2018"",""volume"":""202"",""issue"":""undefined"",""startpage"":""216"",""endpage"":""226"",""doi"":""10.1016/j.seppur.2018.03.058"",""wos"":""WOS:000435063000023""}",163.2,71.5,329.8,1.770656,55.6,24.8,NA,21.7,32.9,57.8,13.27992,23.8,6.1,NA,11.7,NA,NA,NA,NA,NA,186,49.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,2018
578,NA,NA,R_CW,Pretreated domestic wastewater,NA,"{""authors"":""Al-Zreiqat, I; Abbassi, B; Headley, T; Nivala, J; van Afferden, M; Muller, RA"",""title"":""Influence of septic tank attached growth media on total nitrogen removal in a recirculating vertical flow constructed wetland for treatment of domestic wastewater"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""118"",""issue"":""undefined"",""startpage"":""171"",""endpage"":""178"",""doi"":""10.1016/j.ecoleng.2018.05.013"",""wos"":""WOS:000432518800019""}",44,55,126,57.54632,32.1965,NA,NA,32,52,42,168.21232,1.28786,NA,NA,NA,16.6,NA,NA,NA,NA,20,NA,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,2018
579,NA,NA,VSSF,Raw domestic wastewater,NA,"{""authors"":""Dubois, V; Molle, P"",""title"":""On-site single-stage constructed wetland fed by raw wastewater: performances and resilience of the system"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2018"",""volume"":""78"",""issue"":""2"",""startpage"":""459"",""endpage"":""465"",""doi"":""10.2166/wst.2018.319"",""wos"":""WOS:000445517400022""}",767,NA,1853,6.197296,195.75472,29,NA,7,NA,62,305.43816,10.045308,17,NA,NA,12.1,NA,NA,NA,NA,14,1.3,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,2018
580,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",88.8,38.3,172.5,NA,46.869641363999996,3.92,NA,73.8,35.3,123.9,NA,41.976656825999996,3.32,NA,NA,18.5,NA,NA,NA,NA,1,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,2018
581,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",73.8,35.3,123.9,NA,41.976656825999996,3.32,NA,40.5,31.2,85.6,NA,35.66728202699999,2.84,NA,NA,18.5,NA,NA,NA,NA,1,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,2018
582,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",40.5,31.2,85.6,NA,35.66728202699999,2.84,NA,30.1,25.1,56,NA,28.327805219999995,2.23,NA,NA,18.5,NA,NA,NA,NA,1,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,2018
583,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",30.1,25.1,56,NA,28.327805219999995,2.23,NA,17.7,20.1,30.4,NA,22.919769677999998,1.5,NA,NA,18.5,NA,NA,NA,NA,1,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,2018
584,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",123,31,211,NA,NA,5.1,NA,27,17,51,NA,NA,3.8,NA,NA,14.5,NA,NA,NA,NA,3125,5.2,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,2015
585,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",109,31.4,190,NA,NA,4.9,NA,19,16.5,38,NA,NA,3.6,NA,NA,28.89,NA,NA,NA,NA,3125,5.2,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,2015
586,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",137,30.6,232,NA,NA,5.3,NA,35,17.5,64,NA,NA,4,NA,NA,5.56,NA,NA,NA,NA,3125,5.2,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,2015
587,NA,NA,CSO_CW,CSO water,NA,"{""authors"":""Palfy, TG; Gerodolle, M; Gourdon, R; Meyer, D; Troesch, S; Molle, P"",""title"":""Performance assessment of a vertical flow constructed wetland treating unsettled combined sewer overflow"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2017"",""volume"":""75"",""issue"":""11"",""startpage"":""2586"",""endpage"":""2597"",""doi"":""10.2166/wst.2017.126"",""wos"":""WOS:000403486600011""}",NA,NA,220,57.54632,18.03004,NA,NA,NA,NA,40,108.45268,3.86358,NA,NA,15,11.7,NA,NA,NA,NA,498,NA,54.5753,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,2017
588,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jacome, JA; Molina, J; Suarez, J; Mosqueira, G; Torres, D"",""title"":""Performance of constructed wetland applied for domestic wastewater treatment: Case study at Boimorto (Galicia, Spain)"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""95"",""issue"":""undefined"",""startpage"":""324"",""endpage"":""329"",""doi"":""10.1016/j.ecoleng.2016.06.049"",""wos"":""WOS:000385371400038""}",127,26,245,0.7525288,24.46934,3.3,NA,22,15,44,0.221332,16.74218,2.2,NA,13.83,14.21,NA,NA,NA,NA,630,10.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,2016
589,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Jacome, JA; Molina, J; Suarez, J; Mosqueira, G; Torres, D"",""title"":""Performance of constructed wetland applied for domestic wastewater treatment: Case study at Boimorto (Galicia, Spain)"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""95"",""issue"":""undefined"",""startpage"":""324"",""endpage"":""329"",""doi"":""10.1016/j.ecoleng.2016.06.049"",""wos"":""WOS:000385371400038""}",97,30,178,1.770656,25.7572,3.5,NA,18,14,43,0.885328,14.16646,1.8,NA,13.83,14.21,NA,NA,NA,NA,630,10.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,2016
